14.7 , 90.0
10.1 , 89.9
5.5 , 89.9
0.9 , 89.8
356.3 , 89.7
351.7 , 89.7
347.1 , 89.6
342.4 , 89.6
337.8 , 89.5
333.2 , 89.5
328.6 , 89.4
324.0 , 89.3
319.4 , 89.3
314.8 , 89.2
310.2 , 89.2
305.5 , 89.1
300.9 , 89.1
296.3 , 89.0
291.7 , 88.9
287.1 , 88.9
282.5 , 88.8
277.9 , 88.8
273.2 , 88.7
268.6 , 88.7
264.0 , 88.6
259.4 , 88.5
254.8 , 88.5
250.2 , 88.4
245.6 , 88.4
241.0 , 88.3
236.3 , 88.3
231.7 , 88.2
227.1 , 88.1
222.5 , 88.1
217.9 , 88.0
213.3 , 88.0
208.6 , 87.9
204.0 , 87.8
199.4 , 87.8
194.8 , 87.7
190.2 , 87.7
185.6 , 87.6
181.0 , 87.6
176.3 , 87.5
171.7 , 87.4
167.1 , 87.4
162.5 , 87.3
157.9 , 87.3
153.3 , 87.2
148.6 , 87.2
144.0 , 87.1
139.4 , 87.0
134.8 , 87.0
130.2 , 86.9
125.5 , 86.9
120.9 , 86.8
116.3 , 86.8
111.7 , 86.7
107.1 , 86.6
102.4 , 86.6
97.8 , 86.5
93.2 , 86.5
88.6 , 86.4
84.0 , 86.4
79.3 , 86.3
74.7 , 86.2
70.1 , 86.2
65.5 , 86.1
60.8 , 86.1
56.2 , 86.0
51.6 , 86.0
47.0 , 85.9
42.3 , 85.8
37.7 , 85.8
33.1 , 85.7
28.5 , 85.7
23.8 , 85.6
19.2 , 85.6
14.6 , 85.5
10.0 , 85.4
5.3 , 85.4
0.7 , 85.3
356.1 , 85.3
351.5 , 85.2
346.8 , 85.2
342.2 , 85.1
337.6 , 85.0
332.9 , 85.0
328.3 , 84.9
323.7 , 84.9
319.0 , 84.8
314.4 , 84.7
309.8 , 84.7
305.1 , 84.6
300.5 , 84.6
295.9 , 84.5
291.2 , 84.5
286.6 , 84.4
282.0 , 84.3
277.3 , 84.3
272.7 , 84.2
268.1 , 84.2
263.4 , 84.1
258.8 , 84.1
254.2 , 84.0
249.5 , 83.9
244.9 , 83.9
240.2 , 83.8
235.6 , 83.8
231.0 , 83.7
226.3 , 83.7
221.7 , 83.6
217.0 , 83.5
212.4 , 83.5
207.8 , 83.4
203.1 , 83.4
198.5 , 83.3
193.8 , 83.2
189.2 , 83.2
184.5 , 83.1
179.9 , 83.1
175.2 , 83.0
170.6 , 83.0
165.9 , 82.9
161.3 , 82.8
156.6 , 82.8
152.0 , 82.7
147.3 , 82.7
142.7 , 82.6
138.0 , 82.6
133.4 , 82.5
128.7 , 82.4
124.1 , 82.4
119.4 , 82.3
114.8 , 82.3
110.1 , 82.2
105.5 , 82.2
100.8 , 82.1
96.2 , 82.0
91.5 , 82.0
86.8 , 81.9
82.2 , 81.9
77.5 , 81.8
72.9 , 81.7
68.2 , 81.7
63.5 , 81.6
58.9 , 81.6
54.2 , 81.5
49.5 , 81.5
44.9 , 81.4
40.2 , 81.3
35.6 , 81.3
30.9 , 81.2
26.2 , 81.2
21.5 , 81.1
16.9 , 81.0
12.2 , 81.0
7.5 , 80.9
2.9 , 80.9
358.2 , 80.8
353.5 , 80.8
348.8 , 80.7
344.2 , 80.6
339.5 , 80.6
334.8 , 80.5
330.1 , 80.5
325.5 , 80.4
320.8 , 80.4
316.1 , 80.3
311.4 , 80.2
306.8 , 80.2
302.1 , 80.1
297.4 , 80.1
292.7 , 80.0
288.0 , 79.9
283.3 , 79.9
278.6 , 79.8
274.0 , 79.8
269.3 , 79.7
264.6 , 79.7
259.9 , 79.6
255.2 , 79.5
250.5 , 79.5
245.8 , 79.4
241.1 , 79.4
236.4 , 79.3
231.7 , 79.2
227.0 , 79.2
222.3 , 79.1
217.7 , 79.1
213.0 , 79.0
208.3 , 79.0
203.6 , 78.9
198.9 , 78.8
194.2 , 78.8
189.4 , 78.7
184.7 , 78.7
180.0 , 78.6
175.3 , 78.5
170.6 , 78.5
165.9 , 78.4
161.2 , 78.4
156.5 , 78.3
151.8 , 78.3
147.1 , 78.2
142.4 , 78.1
137.6 , 78.1
132.9 , 78.0
128.2 , 78.0
123.5 , 77.9
118.8 , 77.8
114.1 , 77.8
109.3 , 77.7
104.6 , 77.7
99.9 , 77.6
95.2 , 77.5
90.5 , 77.5
85.7 , 77.4
81.0 , 77.4
76.3 , 77.3
71.5 , 77.3
66.8 , 77.2
62.1 , 77.1
57.4 , 77.1
52.6 , 77.0
47.9 , 77.0
43.1 , 76.9
38.4 , 76.8
33.7 , 76.8
28.9 , 76.7
24.2 , 76.7
19.5 , 76.6
14.7 , 76.5
10.0 , 76.5
5.2 , 76.4
0.5 , 76.4
355.7 , 76.3
351.0 , 76.3
346.2 , 76.2
341.5 , 76.1
336.7 , 76.1
332.0 , 76.0
327.2 , 76.0
322.5 , 75.9
317.7 , 75.8
313.0 , 75.8
308.2 , 75.7
303.4 , 75.7
298.7 , 75.6
293.9 , 75.5
289.1 , 75.5
284.4 , 75.4
279.6 , 75.4
274.8 , 75.3
270.1 , 75.2
265.3 , 75.2
260.5 , 75.1
255.8 , 75.1
251.0 , 75.0
246.2 , 75.0
241.4 , 74.9
236.7 , 74.8
231.9 , 74.8
227.1 , 74.7
222.3 , 74.7
217.5 , 74.6
212.7 , 74.5
208.0 , 74.5
203.2 , 74.4
198.4 , 74.4
193.6 , 74.3
188.8 , 74.2
184.0 , 74.2
179.2 , 74.1
174.4 , 74.1
169.6 , 74.0
164.8 , 73.9
160.0 , 73.9
155.2 , 73.8
150.4 , 73.8
145.6 , 73.7
140.8 , 73.6
136.0 , 73.6
131.2 , 73.5
126.4 , 73.5
121.5 , 73.4
116.7 , 73.3
111.9 , 73.3
107.1 , 73.2
102.3 , 73.2
97.5 , 73.1
92.6 , 73.0
87.8 , 73.0
83.0 , 72.9
78.2 , 72.9
73.3 , 72.8
68.5 , 72.7
63.7 , 72.7
58.8 , 72.6
54.0 , 72.6
49.2 , 72.5
44.3 , 72.4
39.5 , 72.4
34.7 , 72.3
29.8 , 72.3
25.0 , 72.2
20.1 , 72.1
15.3 , 72.1
10.4 , 72.0
5.6 , 72.0
0.7 , 71.9
355.9 , 71.8
351.0 , 71.8
346.2 , 71.7
341.3 , 71.7
336.4 , 71.6
331.6 , 71.5
326.7 , 71.5
321.8 , 71.4
317.0 , 71.4
312.1 , 71.3
307.2 , 71.2
302.4 , 71.2
297.5 , 71.1
292.6 , 71.1
287.7 , 71.0
282.9 , 70.9
278.0 , 70.9
273.1 , 70.8
268.2 , 70.8
263.3 , 70.7
258.4 , 70.6
253.5 , 70.6
248.6 , 70.5
243.7 , 70.4
238.9 , 70.4
234.0 , 70.3
229.1 , 70.3
224.2 , 70.2
219.2 , 70.1
214.3 , 70.1
209.4 , 70.0
204.5 , 70.0
199.6 , 69.9
194.7 , 69.8
189.8 , 69.8
184.9 , 69.7
179.9 , 69.7
175.0 , 69.6
170.1 , 69.5
165.2 , 69.5
160.3 , 69.4
155.3 , 69.3
150.4 , 69.3
145.5 , 69.2
140.5 , 69.2
135.6 , 69.1
130.7 , 69.0
125.7 , 69.0
120.8 , 68.9
115.8 , 68.9
110.9 , 68.8
105.9 , 68.7
101.0 , 68.7
96.0 , 68.6
91.1 , 68.6
86.1 , 68.5
81.1 , 68.4
76.2 , 68.4
71.2 , 68.3
66.3 , 68.2
61.3 , 68.2
56.3 , 68.1
51.3 , 68.1
46.4 , 68.0
41.4 , 67.9
36.4 , 67.9
31.4 , 67.8
26.5 , 67.7
21.5 , 67.7
16.5 , 67.6
11.5 , 67.6
6.5 , 67.5
1.5 , 67.4
356.5 , 67.4
351.5 , 67.3
346.5 , 67.3
341.5 , 67.2
336.5 , 67.1
331.5 , 67.1
326.5 , 67.0
321.5 , 66.9
316.4 , 66.9
311.4 , 66.8
306.4 , 66.8
301.4 , 66.7
296.4 , 66.6
291.3 , 66.6
286.3 , 66.5
281.3 , 66.4
276.2 , 66.4
271.2 , 66.3
266.2 , 66.3
261.1 , 66.2
256.1 , 66.1
251.0 , 66.1
246.0 , 66.0
240.9 , 65.9
235.9 , 65.9
230.8 , 65.8
225.8 , 65.8
220.7 , 65.7
215.6 , 65.6
210.6 , 65.6
205.5 , 65.5
200.4 , 65.4
195.4 , 65.4
190.3 , 65.3
185.2 , 65.2
180.1 , 65.2
175.0 , 65.1
170.0 , 65.1
164.9 , 65.0
159.8 , 64.9
154.7 , 64.9
149.6 , 64.8
144.5 , 64.7
139.4 , 64.7
134.3 , 64.6
129.2 , 64.6
124.1 , 64.5
118.9 , 64.4
113.8 , 64.4
108.7 , 64.3
103.6 , 64.2
98.5 , 64.2
93.3 , 64.1
88.2 , 64.0
83.1 , 64.0
77.9 , 63.9
72.8 , 63.9
67.7 , 63.8
62.5 , 63.7
57.4 , 63.7
52.2 , 63.6
47.1 , 63.5
41.9 , 63.5
36.8 , 63.4
31.6 , 63.3
26.4 , 63.3
21.3 , 63.2
16.1 , 63.1
10.9 , 63.1
5.7 , 63.0
0.6 , 63.0
355.4 , 62.9
350.2 , 62.8
345.0 , 62.8
339.8 , 62.7
334.6 , 62.6
329.4 , 62.6
324.2 , 62.5
319.0 , 62.4
313.8 , 62.4
308.6 , 62.3
303.4 , 62.2
298.2 , 62.2
293.0 , 62.1
287.7 , 62.0
282.5 , 62.0
277.3 , 61.9
272.1 , 61.9
266.8 , 61.8
261.6 , 61.7
256.4 , 61.7
251.1 , 61.6
245.9 , 61.5
240.6 , 61.5
235.4 , 61.4
230.1 , 61.3
224.8 , 61.3
219.6 , 61.2
214.3 , 61.1
209.0 , 61.1
203.8 , 61.0
198.5 , 60.9
193.2 , 60.9
187.9 , 60.8
182.6 , 60.7
177.4 , 60.7
172.1 , 60.6
166.8 , 60.5
161.5 , 60.5
156.2 , 60.4
150.9 , 60.3
145.5 , 60.3
140.2 , 60.2
134.9 , 60.1
129.6 , 60.1
124.3 , 60.0
118.9 , 60.0
113.6 , 59.9
108.3 , 59.8
102.9 , 59.8
97.6 , 59.7
92.2 , 59.6
86.9 , 59.6
81.5 , 59.5
76.2 , 59.4
70.8 , 59.4
65.5 , 59.3
60.1 , 59.2
54.7 , 59.2
49.3 , 59.1
44.0 , 59.0
38.6 , 59.0
33.2 , 58.9
27.8 , 58.8
22.4 , 58.8
17.0 , 58.7
11.6 , 58.6
6.2 , 58.5
0.8 , 58.5
355.4 , 58.4
349.9 , 58.3
344.5 , 58.3
339.1 , 58.2
333.7 , 58.1
328.2 , 58.1
322.8 , 58.0
317.4 , 57.9
311.9 , 57.9
306.5 , 57.8
301.0 , 57.7
295.5 , 57.7
290.1 , 57.6
284.6 , 57.5
279.1 , 57.5
273.7 , 57.4
268.2 , 57.3
262.7 , 57.3
257.2 , 57.2
251.7 , 57.1
246.2 , 57.1
240.7 , 57.0
235.2 , 56.9
229.7 , 56.9
224.2 , 56.8
218.7 , 56.7
213.2 , 56.6
207.6 , 56.6
202.1 , 56.5
196.6 , 56.4
191.0 , 56.4
185.5 , 56.3
179.9 , 56.2
174.4 , 56.2
168.8 , 56.1
163.3 , 56.0
157.7 , 56.0
152.1 , 55.9
146.6 , 55.8
141.0 , 55.8
135.4 , 55.7
129.8 , 55.6
124.2 , 55.5
118.6 , 55.5
113.0 , 55.4
107.4 , 55.3
101.8 , 55.3
96.2 , 55.2
90.6 , 55.1
84.9 , 55.1
79.3 , 55.0
73.7 , 54.9
68.0 , 54.8
62.4 , 54.8
56.7 , 54.7
51.1 , 54.6
45.4 , 54.6
39.7 , 54.5
34.1 , 54.4
28.4 , 54.4
22.7 , 54.3
17.0 , 54.2
11.3 , 54.1
5.6 , 54.1
359.9 , 54.0
354.2 , 53.9
348.5 , 53.9
342.8 , 53.8
337.1 , 53.7
331.4 , 53.6
325.6 , 53.6
319.9 , 53.5
314.1 , 53.4
308.4 , 53.4
302.6 , 53.3
296.9 , 53.2
291.1 , 53.1
285.4 , 53.1
279.6 , 53.0
273.8 , 52.9
268.0 , 52.9
262.2 , 52.8
256.4 , 52.7
250.6 , 52.6
244.8 , 52.6
239.0 , 52.5
233.2 , 52.4
227.4 , 52.4
221.5 , 52.3
215.7 , 52.2
209.8 , 52.1
204.0 , 52.1
198.1 , 52.0
192.3 , 51.9
186.4 , 51.8
180.5 , 51.8
174.7 , 51.7
168.8 , 51.6
162.9 , 51.6
157.0 , 51.5
151.1 , 51.4
145.2 , 51.3
139.3 , 51.3
133.4 , 51.2
127.4 , 51.1
121.5 , 51.0
115.6 , 51.0
109.6 , 50.9
103.7 , 50.8
97.7 , 50.7
91.8 , 50.7
85.8 , 50.6
79.8 , 50.5
73.8 , 50.4
67.8 , 50.4
61.8 , 50.3
55.8 , 50.2
49.8 , 50.1
43.8 , 50.1
37.8 , 50.0
31.8 , 49.9
25.7 , 49.8
19.7 , 49.8
13.6 , 49.7
7.6 , 49.6
1.5 , 49.5
355.5 , 49.5
349.4 , 49.4
343.3 , 49.3
337.2 , 49.2
331.1 , 49.2
325.0 , 49.1
318.9 , 49.0
312.8 , 48.9
306.7 , 48.9
300.5 , 48.8
294.4 , 48.7
288.3 , 48.6
282.1 , 48.6
275.9 , 48.5
269.8 , 48.4
263.6 , 48.3
257.4 , 48.3
251.2 , 48.2
245.0 , 48.1
238.8 , 48.0
232.6 , 47.9
226.4 , 47.9
220.2 , 47.8
213.9 , 47.7
207.7 , 47.6
201.4 , 47.6
195.2 , 47.5
188.9 , 47.4
182.6 , 47.3
176.4 , 47.2
170.1 , 47.2
163.8 , 47.1
157.5 , 47.0
151.2 , 46.9
144.8 , 46.9
138.5 , 46.8
132.2 , 46.7
125.8 , 46.6
119.5 , 46.5
113.1 , 46.5
106.7 , 46.4
100.4 , 46.3
94.0 , 46.2
87.6 , 46.1
81.2 , 46.1
74.8 , 46.0
68.3 , 45.9
61.9 , 45.8
55.5 , 45.7
49.0 , 45.7
42.6 , 45.6
36.1 , 45.5
29.6 , 45.4
23.1 , 45.3
16.6 , 45.3
10.1 , 45.2
3.6 , 45.1
357.1 , 45.0
350.6 , 44.9
344.0 , 44.9
337.5 , 44.8
330.9 , 44.7
324.4 , 44.6
317.8 , 44.5
311.2 , 44.5
304.6 , 44.4
298.0 , 44.3
291.4 , 44.2
284.8 , 44.1
278.1 , 44.0
271.5 , 44.0
264.8 , 43.9
258.2 , 43.8
251.5 , 43.7
244.8 , 43.6
238.1 , 43.5
231.4 , 43.5
224.7 , 43.4
218.0 , 43.3
211.2 , 43.2
204.5 , 43.1
197.7 , 43.0
191.0 , 43.0
184.2 , 42.9
177.4 , 42.8
170.6 , 42.7
163.8 , 42.6
157.0 , 42.5
150.1 , 42.4
143.3 , 42.4
136.4 , 42.3
129.6 , 42.2
122.7 , 42.1
115.8 , 42.0
108.9 , 41.9
102.0 , 41.9
95.0 , 41.8
88.1 , 41.7
81.2 , 41.6
74.2 , 41.5
67.2 , 41.4
60.2 , 41.3
53.3 , 41.2
46.2 , 41.2
39.2 , 41.1
32.2 , 41.0
25.1 , 40.9
18.1 , 40.8
11.0 , 40.7
3.9 , 40.6
356.8 , 40.5
349.7 , 40.5
342.6 , 40.4
335.5 , 40.3
328.3 , 40.2
321.2 , 40.1
314.0 , 40.0
306.8 , 39.9
299.6 , 39.8
292.4 , 39.7
285.2 , 39.7
277.9 , 39.6
270.7 , 39.5
263.4 , 39.4
256.1 , 39.3
248.8 , 39.2
241.5 , 39.1
234.2 , 39.0
226.9 , 38.9
219.5 , 38.8
212.1 , 38.7
204.7 , 38.7
197.3 , 38.6
189.9 , 38.5
182.5 , 38.4
175.1 , 38.3
167.6 , 38.2
160.1 , 38.1
152.6 , 38.0
145.1 , 37.9
137.6 , 37.8
130.1 , 37.7
122.5 , 37.6
115.0 , 37.5
107.4 , 37.4
99.8 , 37.4
92.2 , 37.3
84.5 , 37.2
76.9 , 37.1
69.2 , 37.0
61.5 , 36.9
53.8 , 36.8
46.1 , 36.7
38.4 , 36.6
30.6 , 36.5
22.8 , 36.4
15.0 , 36.3
7.2 , 36.2
359.4 , 36.1
351.6 , 36.0
343.7 , 35.9
335.8 , 35.8
327.9 , 35.7
320.0 , 35.6
312.1 , 35.5
304.1 , 35.4
296.1 , 35.3
288.1 , 35.2
280.1 , 35.1
272.1 , 35.0
264.0 , 34.9
255.9 , 34.8
247.8 , 34.7
239.7 , 34.6
231.6 , 34.5
223.4 , 34.4
215.2 , 34.3
207.0 , 34.2
198.8 , 34.1
190.6 , 34.0
182.3 , 33.9
174.0 , 33.8
165.7 , 33.7
157.4 , 33.6
149.0 , 33.5
140.6 , 33.4
132.2 , 33.3
123.8 , 33.2
115.4 , 33.1
106.9 , 33.0
98.4 , 32.9
89.9 , 32.8
81.3 , 32.7
72.7 , 32.6
64.1 , 32.4
55.5 , 32.3
46.9 , 32.2
38.2 , 32.1
29.5 , 32.0
20.8 , 31.9
12.0 , 31.8
3.2 , 31.7
354.4 , 31.6
345.6 , 31.5
336.7 , 31.4
327.8 , 31.2
318.9 , 31.1
310.0 , 31.0
301.0 , 30.9
292.0 , 30.8
282.9 , 30.7
273.9 , 30.6
264.8 , 30.5
255.7 , 30.4
246.5 , 30.2
237.3 , 30.1
228.1 , 30.0
218.8 , 29.9
209.5 , 29.8
200.2 , 29.7
190.9 , 29.5
181.5 , 29.4
172.1 , 29.3
162.6 , 29.2
153.1 , 29.1
143.6 , 29.0
134.0 , 28.8
124.4 , 28.7
114.8 , 28.6
105.1 , 28.5
95.4 , 28.4
85.7 , 28.2
75.9 , 28.1
66.1 , 28.0
56.2 , 27.9
46.3 , 27.8
36.4 , 27.6
26.4 , 27.5
16.4 , 27.4
6.3 , 27.3
356.2 , 27.1
346.0 , 27.0
335.8 , 26.9
325.6 , 26.8
315.3 , 26.6
304.9 , 26.5
294.6 , 26.4
284.1 , 26.2
273.6 , 26.1
263.1 , 26.0
252.5 , 25.8
241.9 , 25.7
231.2 , 25.6
220.5 , 25.5
209.7 , 25.3
198.9 , 25.2
188.0 , 25.0
177.0 , 24.9
166.0 , 24.8
155.0 , 24.6
143.8 , 24.5
132.7 , 24.4
121.4 , 24.2
110.1 , 24.1
98.7 , 23.9
87.3 , 23.8
75.8 , 23.7
64.3 , 23.5
52.6 , 23.4
40.9 , 23.2
29.2 , 23.1
17.3 , 22.9
5.4 , 22.8
353.4 , 22.6
341.4 , 22.5
329.2 , 22.3
317.0 , 22.2
304.7 , 22.0
292.4 , 21.9
279.9 , 21.7
267.4 , 21.6
254.7 , 21.4
242.0 , 21.3
229.2 , 21.1
216.3 , 20.9
203.3 , 20.8
190.2 , 20.6
177.0 , 20.5
163.7 , 20.3
150.3 , 20.1
136.8 , 20.0
123.1 , 19.8
109.4 , 19.6
95.5 , 19.4
81.6 , 19.3
67.5 , 19.1
53.2 , 18.9
38.9 , 18.7
24.4 , 18.6
9.8 , 18.4
355.0 , 18.2
340.1 , 18.0
325.0 , 17.8
309.8 , 17.6
294.4 , 17.5
278.9 , 17.3
263.2 , 17.1
247.3 , 16.9
231.2 , 16.7
214.9 , 16.5
198.4 , 16.3
181.8 , 16.1
164.9 , 15.8
147.8 , 15.6
130.4 , 15.4
112.9 , 15.2
95.0 , 15.0
76.9 , 14.8
58.5 , 14.5
39.9 , 14.3
20.9 , 14.1
1.6 , 13.8
342.0 , 13.6
322.0 , 13.3
301.7 , 13.1
280.9 , 12.8
259.7 , 12.6
238.1 , 12.3
216.0 , 12.0
193.4 , 11.8
170.2 , 11.5
146.5 , 11.2
122.0 , 10.9
96.9 , 10.6
71.1 , 10.3
44.3 ,  9.9
16.7 ,  9.6
348.0 ,  9.3
318.1 ,  8.9
287.0 ,  8.5
254.3 ,  8.1
219.8 ,  7.7
183.3 ,  7.3
144.3 ,  6.8
102.1 ,  6.3
55.9 ,  5.7
4.3 ,  5.1
304.8 ,  4.4
231.8 ,  3.6
128.7 ,  2.6
270.0 ,  0.0
